sentence,label,label_idx
How many people already got the vaccine?,How many inhabitants have already been inoculated?,3
How many people already got the vaccine?,What percentage of people have been vaccinated against COVID-19 so far?,3
How many people already got the vaccine?,How much of the population has already been vaccinated against COVID-19?,3
How many people already got the vaccine?,What portion of the population has received their COVID-19 vaccinations?,3
How many people already got the vaccine?,How much of the populace has gotten their jab?,3
How many people already got the vaccine?,What's the fraction of people who've taken the vaccine so far?,3
How many people already got the vaccine?,Could you tell me the number of people who've gotten their shots?,3
How many people already got the vaccine?,Is there a count on the number of people already vaccinated?,3
How many people already got the vaccine?,Can you put a figure to the number of people who have been jabbed?,3
How many people already got the vaccine?,What's the latest number of folks that have been vaccinated?,3
How many people already got the vaccine?,What's the count of people who've taken the vaccine till now?,3
How many people already got the vaccine?,How many individuals have chosen to be a part of the vaccination program?,3
How many people already got the vaccine?,How vast is the amount of people that have taken the vaccine?,3
How many people already got the vaccine?,What ratio of the human population has received the vaccine?,3
How many people already got the vaccine?,What's the magnitude of people who have taken their shots?,3
How many people already got the vaccine?,How many human beings already have their COVID vaccination?,3
How many people already got the vaccine?,What fraction of the society has already been vaccinated?,3
How many people already got the vaccine?,What is the latest tally of people vaccinated?,3
How many people already got the vaccine?,What is the range of people who have been administered the vaccine?,3
How many people already got the vaccine?,Is there an estimate on how many people have been inoculated?,3
How many people already got the vaccine?,Can you inform me how many people chose to get vaccinated?,3
How many people already got the vaccine?,Can you provide the statistics for people that have been vaccinated?,3
How many people already got the vaccine?,What is the number of people worldwide that have gotten vaccinated?,3
How many people already got the vaccine?,What's the headcount of folks who've received their COVID-19 vaccination?,3
How many people already got the vaccine?,What is the census of the individuals vaccinated so far?,3
How many people already got the vaccine?,What's the latest update on the number of people vaccinated?,3
How many people already got the vaccine?,How considerable is the amount of people who have already gotten vaccinated?,3
How many people already got the vaccine?,Could you supply an update on the number of people who have taken the vaccine?,3
How many people already got the vaccine?,Do you have data on how many people have been vaccinated until now?,3
How many people already got the vaccine?,What's the capacity of the population that's been vaccinated till now?,3
Which one of the vaccines should I take?,Is there a vaccine better suited for me than the others?,29
Which one of the vaccines should I take?,What are the differences between the available vaccines and which one should I opt for?,29
Which one of the vaccines should I take?,"Between Moderna, Pfizer, and Johnson & Johnson, do you suggest one over the others?",29
Which one of the vaccines should I take?,Should I prioritize one vaccine over another?,29
Which one of the vaccines should I take?,"I'm debating between different COVID vaccines, any suggestions?",29
Which one of the vaccines should I take?,"All these vaccines seem the same to me, how to decide which one to get?",29
Which one of the vaccines should I take?,Is there one specific vaccine I should aim for?,29
Which one of the vaccines should I take?,"I've heard there are different vaccines available, what's the better choice?",29
Which one of the vaccines should I take?,How do I select the right vaccine amidst all these options?,29
Which one of the vaccines should I take?,Which vaccine is the most effective for my age group?,29
Which one of the vaccines should I take?,What factors should I consider while choosing a vaccine?,29
Which one of the vaccines should I take?,Which vaccine suits better for a person in my situation?,29
Which one of the vaccines should I take?,Is there a vaccine that you recommend the most?,29
Which one of the vaccines should I take?,Should I go for the first available vaccine or wait for a specific one?,29
Which one of the vaccines should I take?,"I'm overwhelmed by all the vaccine choices, which one should I choose?",29
Which one of the vaccines should I take?,Tell me more about which vaccine I should lean towards?,29
Which one of the vaccines should I take?,"Can I handpick the vaccine I want to get, or do they all have the same effects?",29
Which one of the vaccines should I take?,Does it matter what vaccine I get?,29
Which one of the vaccines should I take?,Does the different vaccine brands impacts their effectiveness?,29
Which one of the vaccines should I take?,What should I know before choosing a vaccine?,29
Which one of the vaccines should I take?,Are some vaccines better for certain people?,29
Which one of the vaccines should I take?,Can I select the type of vaccine I want?,29
Which one of the vaccines should I take?,"Given all the choices, which vaccine do you think is the best?",29
Which one of the vaccines should I take?,How to choose between all these vaccines?,29
Which one of the vaccines should I take?,Is there a top-of-the-line vaccine I should consider?,29
Which one of the vaccines should I take?,What information do I need to know to make an informed vaccine choice?,29
Which one of the vaccines should I take?,"Considering all the information about vaccines, can you suggest the best?",29
Which one of the vaccines should I take?,What is the optimal vaccine for someone in my condition?,29
Which one of the vaccines should I take?,"I have the option to choose between vaccines, which one should I prefer?",29
Which one of the vaccines should I take?,Is there any guidance on which vaccine to go for?,29
Which one of the vaccines should I take?,Are the vaccines equivalent or is one superior?,29
Which one of the vaccines should I take?,Should I be aiming for a certain vaccine?,29
Which one of the vaccines should I take?,Is it recommended to go for any specific vaccine?,29
Which one of the vaccines should I take?,Could you recommend one vaccine over the others?,29
Which one of the vaccines should I take?,Which vaccine has shown the most promising results?,29
Which one of the vaccines should I take?,Which vaccine brand should I lean towards?,29
Which one of the vaccines should I take?,Are there any distinctions among vaccines that could influence my decision?,29
Which one of the vaccines should I take?,Do some vaccines have more advantages than others?,29
Which one of the vaccines should I take?,"Given a choice, which vaccine should I take?",29
Which one of the vaccines should I take?,"Given my age and health condition, which vaccine would you recommend?",29
Which one of the vaccines should I take?,Does any vaccine offer better protection than the others?,29
Which one of the vaccines should I take?,Is there a standout choice among the vaccines?,29
Which one of the vaccines should I take?,Could you clarify which vaccine I should get if given a choice?,29
Which one of the vaccines should I take?,"As an individual, can I pick the vaccine I want?",29
Which one of the vaccines should I take?,"Amidst the vaccine choices, is there one that comes highly recommended?",29
Which one of the vaccines should I take?,"With the vaccines currently available, which one should I go for?",29
Which one of the vaccines should I take?,"Of the vaccines cleared for use, which one should I sign up for?",29
Which one of the vaccines should I take?,Do you advocate for a particular vaccine?,29
Which one of the vaccines should I take?,What's the vaccine do you propose for me?,29
Which one of the vaccines should I take?,"From all the available vaccines, which one might be the most beneficial for me?",29
Which one of the vaccines should I take?,Do you endorse a particular COVID-19 vaccine?,29
I am afraid the vaccine will change my DNA,I'm concerned that getting vaccinated will alter my genetic structure,4
I am afraid the vaccine will change my DNA,Is there a risk the vaccine could tamper with my genetic code?,4
I am afraid the vaccine will change my DNA,Might it be possible that the vaccine could reconfigure my DNA?,4
I am afraid the vaccine will change my DNA,I have anxiety about vaccinations possibly influencing my genetics,4
I am afraid the vaccine will change my DNA,I'm fearful that having the vaccine will trigger alterations to my DNA,4
I am afraid the vaccine will change my DNA,I'm apprehensive about the potential for the vaccine affecting my genetic composition,4
I am afraid the vaccine will change my DNA,Does this vaccine pose a risk to my genetic makeup?,4
I am afraid the vaccine will change my DNA,Could strategically engineered vaccines like this trigger changes in my DNA?,4
I am afraid the vaccine will change my DNA,Could my DNA be manipulated by this vaccine in any way?,4
I am afraid the vaccine will change my DNA,"This vaccine relies on genetic engineering, could it influence my own genetic profile?",4
I am afraid the vaccine will change my DNA,I have concerns about the vaccine meddling my genetic components,4
I am afraid the vaccine will change my DNA,I'm worried the injection could morph my DNA,4
I am afraid the vaccine will change my DNA,"If I get vaccinated, is there a chance the vaccine will modify my genetic codes?",4
I am afraid the vaccine will change my DNA,I am anxious that the vaccine might tweak my genetic materials,4
I am afraid the vaccine will change my DNA,What are the assurances presented that the vaccine won't alter my DNA?,4
I am afraid the vaccine will change my DNA,"The vaccine is developed using advanced biotech, won't it affect my DNA?",4
I am afraid the vaccine will change my DNA,Could the vaccine potentially change the genetic information in my body?,4
I am afraid the vaccine will change my DNA,Can this vaccine tinker with my genetic continuity?,4
I am afraid the vaccine will change my DNA,What's the assurance that the vaccine won't influence genetic mechanism?,4
I am afraid the vaccine will change my DNA,Is these a possibility that the genetic model of this vaccine might change my DNA?,4
I am afraid the vaccine will change my DNA,I suspect this vaccine may rearrange my genetic patterns,4
I am afraid the vaccine will change my DNA,I fear alteration of my DNA due to the vaccine injection,4
I am afraid the vaccine will change my DNA,Is it conceivable that one's DNA could be disturbed by this vaccine?,4
I am afraid the vaccine will change my DNA,Could there be an undesirable DNA transformation as a result of the vaccine?,4
I am afraid the vaccine will change my DNA,Could the vaccine stimulate a change in my genetic uniqueness?,4
I am afraid the vaccine will change my DNA,I have trepidations about the possibility of the vaccine altering the structure of my DNA,4
I am afraid the vaccine will change my DNA,Does the vaccine stimulate changes at a DNA level?,4
I am afraid the vaccine will change my DNA,Can this genotypically based vaccine interact with my DNA?,4
I am afraid the vaccine will change my DNA,Could my genetic integrity be disrupted by the vaccine?,4
I am afraid the vaccine will change my DNA,I'm distressed by the possibility of genetic distortions from the vaccine,4
I am afraid the vaccine will change my DNA,Does the vaccine intermingle with my genetics?,4
I am afraid the vaccine will change my DNA,I am troubled by the potential genetic fallout of taking the vaccine,4
I am afraid the vaccine will change my DNA,Is there any likelihood the vaccine could interfere genetically?,4
I am afraid the vaccine will change my DNA,Can the vaccine provoke a change in my DNA formation?,4
I am afraid the vaccine will change my DNA,I'm perturbed by potential genetic modifications from the vaccine,4
I am afraid the vaccine will change my DNA,Is it possible for the vaccine to tweak my genetic properties?,4
I am afraid the vaccine will change my DNA,Can my essential genetic materials be tampered by the vaccine?,4
I am afraid the vaccine will change my DNA,Could the vaccination process result in DNA alterations?,4
I am afraid the vaccine will change my DNA,Are there any assurances that this vaccine won't tinker with my DNA?,4
I am afraid the vaccine will change my DNA,Does this vaccination have any chance to unrest my DNA?,4
I am afraid the vaccine will change my DNA,I have misgivings about the vaccine causing a genetic disturbance,4
I am afraid the vaccine will change my DNA,I fear a warp in my DNA integrity due to the vaccine,4
I am afraid the vaccine will change my DNA,Would it be possible that the vaccination could adjust my DNA?,4
I am afraid the vaccine will change my DNA,I'm worried that the vaccine could jog my DNA,4
I am afraid the vaccine will change my DNA,Could my genetic sequence be at risk due to the vaccine?,4
I am afraid the vaccine will change my DNA,Is there a chance that the COVID vaccine could induce changes in my genetics?,4
I am afraid the vaccine will change my DNA,It strikes fear in me that the vaccine might meddle with my genetic information,4
I am afraid the vaccine will change my DNA,Could this vaccine impact my genetic identity?,4
I am afraid the vaccine will change my DNA,I worry that the vaccine could impose changes to my hereditary material,4
I am afraid the vaccine will change my DNA,I have apprehension that the vaccine might induce genetic modification,4
I am afraid the vaccine will change my DNA,Could the vaccination reroute my genetic mechanics in any way?,4
I am afraid the vaccine will change my DNA,Does taking the vaccine risk modifying my genetic features?,4
I am afraid the vaccine will change my DNA,Could the vaccine potentially scramble my genetic code?,4
I am afraid the vaccine will change my DNA,I’m scared of my DNA being rewritten due to the vaccine,4
I am afraid the vaccine will change my DNA,Could this vaccine interfere with my genomic properties?,4
I don't think the vaccine is necessary,I feel immunization isn't imperative,12
I don't think the vaccine is necessary,"In my view, the jab is not essential",12
I don't think the vaccine is necessary,"Personally, I don't perceive that vaccine is crucial",12
I don't think the vaccine is necessary,I reckon there's no need for the shot,12
I don't think the vaccine is necessary,I don't see the vital necessity for the vaccine,12
I don't think the vaccine is necessary,Isn't health protection possible without vaccination?,12
I don't think the vaccine is necessary,I hold the opinion vaccines aren't a must,12
I don't think the vaccine is necessary,Doesn't having a strong immune system eliminate the need for the vaccine?,12
I don't think the vaccine is necessary,I assess that there's no immediate need for vaccination,12
I don't think the vaccine is necessary,Is this inoculation really a necessity?,12
I don't think the vaccine is necessary,Do we necessarily need to get vaccinated?,12
I don't think the vaccine is necessary,I believe we can stay healthy without getting vaccinated,12
I don't think the vaccine is necessary,Can't we build up immunity naturally rather than relying on a shot?,12
I don't think the vaccine is necessary,Isn't the human body capable of fighting off the virus naturally?,12
I don't think the vaccine is necessary,Could we possibly survive without being inoculated?,12
I don't think the vaccine is necessary,Why should I inject something that's not mandatory?,12
I don't think the vaccine is necessary,Is it wrong to think that the vaccine isn't needed?,12
I don't think the vaccine is necessary,I don't personally find the vaccine to be obligatorily necessary,12
I don't think the vaccine is necessary,Do I really need to get vaccinated?,12
I don't think the vaccine is necessary,Why get vaccinated if we can manage to stay fit and healthy?,12
I don't think the vaccine is necessary,"Maybe I'm wrong, but I don't feel the vaccine is a must",12
I don't think the vaccine is necessary,Why should I get the jab if I can avoid getting sick?,12
I don't think the vaccine is necessary,I simply think that inoculations aren't absolute,12
I don't think the vaccine is necessary,Why can't I survive without being vaccinated?,12
I don't think the vaccine is necessary,Does that mean that if we don't take the shot we will automatically get sick?,12
I don't think the vaccine is necessary,Are there not possibilities for survival without a vaccine?,12
I don't think the vaccine is necessary,Why this massive fuss about a vaccine?,12
I don't think the vaccine is necessary,I just feel it's my own choice whether to vaccinate or not,12
I don't think the vaccine is necessary,"Vaccines are not necessarily the only solution, right?",12
I don't think the vaccine is necessary,"Being vaccinated isn't the only way to safeguard oneself, is it?",12
I don't think the vaccine is necessary,I insist that the shot isn't mandatory,12
I don't think the vaccine is necessary,Can't I take care of my health without the jab?,12
I don't think the vaccine is necessary,Shouldn't we have other options apart from vaccination?,12
I don't think the vaccine is necessary,Why should I be forced to take something I don't need?,12
I don't think the vaccine is necessary,I prefer relying on my body's innate defense mechanism rather than a vaccine,12
I don't think the vaccine is necessary,Don't you think it's possible to survive without the vaccine?,12
I don't think the vaccine is necessary,Is it compulsory to inject something foreign into our bodies?,12
I don't think the vaccine is necessary,Inoculation doesn't seem utterly compulsory to me,12
I don't think the vaccine is necessary,"Taking injections isn't the only way to protect oneself, is it?",12
I don't think the vaccine is necessary,Isn't there a way to stay healthy without getting the jab?,12
I don't think the vaccine is necessary,Is it absolutely necessary to vaccinate?,12
I don't think the vaccine is necessary,Why should I just blindly follow and get vaccinated?,12
I don't think the vaccine is necessary,Can a vaccine be the only protective measure?,12
I don't think the vaccine is necessary,"Actually, I am not entirely convinced about the indispensability of the vaccine",12
I don't think the vaccine is necessary,I feel like there are other ways to protect oneself from the virus,12
I don't think the vaccine is necessary,Is there really no other way apart from vaccination?,12
I don't think the vaccine is necessary,I'm not entirely convinced I need to get this shot,12
I don't think the vaccine is necessary,Why is there so much insistence on this vaccine?,12
I don't think the vaccine is necessary,Is the jab the only method of ensuring safety?,12
I don't think the vaccine is necessary,Why are all the preventive measures focusing only on vaccination?,12
COVID-19 is not as dangerous as they say,Covid-19 is not as deadly as they claim,0
COVID-19 is not as dangerous as they say,The seriousness of COVID-19 is overstated,0
COVID-19 is not as dangerous as they say,The severity of the virus is blown out of proportion,0
COVID-19 is not as dangerous as they say,Fear over COVID-19 is exaggerated,0
COVID-19 is not as dangerous as they say,COVID-19 does not pose as severe risk as mentioned,0
COVID-19 is not as dangerous as they say,It is not as critical as they dramatize,0
COVID-19 is not as dangerous as they say,COVID-19 is not as much of a threat as people say,0
COVID-19 is not as dangerous as they say,I feel they are propagating unnecessary fear over COVID,0
COVID-19 is not as dangerous as they say,Isn't the panic over COVID-19 overblown?,0
COVID-19 is not as dangerous as they say,"Much ado about nothing, isn't COVID-19 just a glorified flu?",0
COVID-19 is not as dangerous as they say,I think people are being melodramatic about the virus,0
COVID-19 is not as dangerous as they say,I think the hysteria around the coronavirus is unnecessarily high,0
COVID-19 is not as dangerous as they say,I don't find COVID-19 as risky as it's being portrayed,0
COVID-19 is not as dangerous as they say,It feels like the seriousness of COVID-19 is exaggerated,0
COVID-19 is not as dangerous as they say,The pandemic is more hype than hazard,0
COVID-19 is not as dangerous as they say,I believe the danger of COVID-19 is overrated,0
COVID-19 is not as dangerous as they say,"Covid isn't really that harmful, is it?",0
COVID-19 is not as dangerous as they say,Do you not think that the menace of the pandemic has been played up too much?,0
COVID-19 is not as dangerous as they say,"So, isn't the perceived threat from 'corona' overly amplified?",0
COVID-19 is not as dangerous as they say,Isn't the 'bird flu' was more serious than COVID?,0
COVID-19 is not as dangerous as they say,I think people are over-exaggerating about Coronavirus,0
COVID-19 is not as dangerous as they say,I feel the mortality rate of COVID isn't that high,0
COVID-19 is not as dangerous as they say,Do you really think Covid-19 is as hazardous as they say?,0
COVID-19 is not as dangerous as they say,The scaremongering around Coronavirus is out of proportion,0
COVID-19 is not as dangerous as they say,"COVID isn't as fatal as it's being shown, isn't it?",0
COVID-19 is not as dangerous as they say,I think the pandemic scare has been hyped up,0
COVID-19 is not as dangerous as they say,Isn't the dread around COVID-19 too sensationalized?,0
COVID-19 is not as dangerous as they say,I believe the peril around corona is a bit overstretched,0
COVID-19 is not as dangerous as they say,COVID-19 isn't really the monster they make it out to be,0
COVID-19 is not as dangerous as they say,The Coronavirus menace seems to be more of a media gimmick,0
COVID-19 is not as dangerous as they say,I think the COVID scare is unnecessarily escalated,0
COVID-19 is not as dangerous as they say,Are we not overestimating the danger of the pandemic?,0
COVID-19 is not as dangerous as they say,The alarm around COVID-19 seems to be inflated,0
COVID-19 is not as dangerous as they say,Aren't they overstating the peril of Covid-19?,0
COVID-19 is not as dangerous as they say,Isn't the mortality from the virus pretty low?,0
COVID-19 is not as dangerous as they say,"The exaggerated fear around COVID isn't justified, right?",0
COVID-19 is not as dangerous as they say,COVID-19 is not as lethal as it's made out to be,0
COVID-19 is not as dangerous as they say,Isn't the potential danger from Coronavirus overstretched?,0
COVID-19 is not as dangerous as they say,The COVID-19 commotion feels like a bit too much,0
COVID-19 is not as dangerous as they say,Do you agree that the COVID scare is blown up a little too much?,0
COVID-19 is not as dangerous as they say,Isn't the threat level of COVID-19 somewhat magnified?,0
COVID-19 is not as dangerous as they say,It seems like COVID-19 is not as fatal as they are presenting it,0
COVID-19 is not as dangerous as they say,Why the unnecessary hype around the Coronavirus threat?,0
COVID-19 is not as dangerous as they say,Aren't they inflating the COVID-19 danger out of proportion?,0
COVID-19 is not as dangerous as they say,Are we not hysteria shopping because of Coronavirus?,0
COVID-19 is not as dangerous as they say,I think the hullabaloo over COVID-19 is a bit too much,0
COVID-19 is not as dangerous as they say,I find the COVID-19 calamity hype to be an exaggeration,0
COVID-19 is not as dangerous as they say,The dramatization around COVID-19 casualties seems implausible,0
COVID-19 is not as dangerous as they say,Is COVID-19 really that dreadful?,0
COVID-19 is not as dangerous as they say,Don't they exaggerate about COVID-19 mortality?,0
COVID-19 is not as dangerous as they say,Is the panic over COVID-19 valid?,0
COVID-19 is not as dangerous as they say,"The flu resulted in more casualties than COVID-19, didn't it?",0
COVID-19 is not as dangerous as they say,Isn't the anticipation of COVD-19 threat a bit too much?,0
COVID vaccines can be worse than the disease itself,What if the vaccine is more dangerous than COVID itself?,18
COVID vaccines can be worse than the disease itself,Could the COVID vaccine's adverse effects surpass the risk of catching the virus?,18
COVID vaccines can be worse than the disease itself,Could a COVID-19 vaccine put me at a higher risk than the disease itself?,18
COVID vaccines can be worse than the disease itself,"Sometimes it feels like the vaccine could be riskier than the virus, is that true?",18
COVID vaccines can be worse than the disease itself,"The vaccine might cause more harm than the disease, don't you think?",18
COVID vaccines can be worse than the disease itself,"I fear the vaccine might cause worse damage than the virus itself, right?",18
COVID vaccines can be worse than the disease itself,Is the vaccine more threatening than the illness itself?,18
COVID vaccines can be worse than the disease itself,Do you think the vaccine might have more severe effects than the virus itself?,18
COVID vaccines can be worse than the disease itself,Could there be a chance that the vaccine does more harm than good?,18
COVID vaccines can be worse than the disease itself,There's a notion that vaccines might impart more harm than the ailment they cure. Is this true for COVID?,18
COVID vaccines can be worse than the disease itself,"I have been hearing that the residual effects of the vaccine might be riskier than the infection itself, is that correct?",18
COVID vaccines can be worse than the disease itself,Is it a possibility that the aftereffects of the vaccine can outweigh the actual illness?,18
COVID vaccines can be worse than the disease itself,Will the vaccine have scarier effects than the disease itself?,18
COVID vaccines can be worse than the disease itself,Could the risk of vaccine side effects outweigh the risk of disease itself?,18
COVID vaccines can be worse than the disease itself,"Perhaps the vaccine causes worse problems than the disease, is this true?",18
COVID vaccines can be worse than the disease itself,Could the threat of the vaccine be greater than the actual illness?,18
COVID vaccines can be worse than the disease itself,Could the vaccine complication be more severe than the disease symptoms?,18
COVID vaccines can be worse than the disease itself,What if the vaccine side effects cause more distress than the disease?,18
COVID vaccines can be worse than the disease itself,Could the vaccine for COVID-19 have detrimental outcomes worse than the disease?,18
COVID vaccines can be worse than the disease itself,Is it valid that the COVID-19 vaccine might have worse implications than the disease itself?,18
COVID vaccines can be worse than the disease itself,Can the vaccine potentially have severe side effects worse than COVID-19?,18
COVID vaccines can be worse than the disease itself,Could it be that the vaccine is more hazardous than the virus?,18
COVID vaccines can be worse than the disease itself,Looks like the inoculation might have more severe effects than the illness.,18
COVID vaccines can be worse than the disease itself,I'm worried the vaccine might bring worse effects than the disease.,18
COVID vaccines can be worse than the disease itself,Could the vaccine inflict more harm than COVID-19?,18
COVID vaccines can be worse than the disease itself,Is the vaccine potentially more risky than the disease?,18
COVID vaccines can be worse than the disease itself,Perhaps the vaccine complications are more serious than the disease?,18
COVID vaccines can be worse than the disease itself,Does the vaccine impose more risk than the disease itself?,18
COVID vaccines can be worse than the disease itself,Isn't there a chance that the vaccine could be more damaging than getting COVID?,18
COVID vaccines can be worse than the disease itself,"It's sounding like the risks of the vaccine might outweigh the risks of the disease, is that correct?",18
COVID vaccines can be worse than the disease itself,Might the vaccine involve more sizable risks than the virus does?,18
COVID vaccines can be worse than the disease itself,Is there a probability that the vaccine has more perilous effects than the virus itself?,18
COVID vaccines can be worse than the disease itself,Does the vaccine cause more significant problems than the virus itself?,18
COVID vaccines can be worse than the disease itself,Can a COVID vaccine reaction possibly be worse than COVID itself?,18
COVID vaccines can be worse than the disease itself,Might the vaccine reactions be graver than the disease?,18
COVID vaccines can be worse than the disease itself,It's like the vaccine could potentially lead to more dire consequences than the disease itself.,18
COVID vaccines can be worse than the disease itself,Is there a likelihood the vaccine's side effects are greater than the COVID's risks?,18
COVID vaccines can be worse than the disease itself,I've got this feeling that the vaccine might have more serious side effects than COVID-19 itself.,18
COVID vaccines can be worse than the disease itself,"Feels like the consequences of the vaccine are heavier than the virus, is that so?",18
COVID vaccines can be worse than the disease itself,"It almost seems like the vaccine could pose more risks than being infected, is that correct?",18
COVID vaccines can be worse than the disease itself,Could getting the vaccine potentially exacerbate my health more than catching the virus?,18
COVID vaccines can be worse than the disease itself,Is there a chance that the harm from the vaccine outweighs that of COVID?,18
COVID vaccines can be worse than the disease itself,Are the dangers of the vaccine greater than that of the disease itself?,18
COVID vaccines can be worse than the disease itself,Not sure whether the vaccine is as safe as they say it is?,18
COVID vaccines can be worse than the disease itself,Can the vaccine induce issues that are far worse than COVID?,18
COVID vaccines can be worse than the disease itself,Are the vaccine-related side effects more harmful than contracting the virus?,18
COVID vaccines can be worse than the disease itself,What if the vaccine poses more of a risk than the virus itself?,18
COVID vaccines can be worse than the disease itself,Aren't vaccines often associated with side effects graver than the diseases they protect against?,18
COVID vaccines can be worse than the disease itself,Is the risk factor higher with the vaccine than the actual disease?,18
COVID vaccines can be worse than the disease itself,Could the COVID vaccine adverse effects be more dire than catching the virus?,18
COVID vaccines can be worse than the disease itself,Is it plausible that the vaccine's long-term impact is worse than the virus?,18
COVID vaccines can be worse than the disease itself,Do vaccine side effects outweigh the risk of the disease itself?,18
Are regular safety measures enough to stay healthy?,Can just maintaining general safety protocols suffice for the protection of my health?,20
Are regular safety measures enough to stay healthy?,"By adhering to standard precautions, can I remain unscathed?",20
Are regular safety measures enough to stay healthy?,Is it sufficient to observe the usual safety measures to stay fit and healthy?,20
Are regular safety measures enough to stay healthy?,Could customary safety measures alone ascertain my good health?,20
Are regular safety measures enough to stay healthy?,Do ordinary safety precautions warrant my wellbeing?,20
Are regular safety measures enough to stay healthy?,"Is it true that as long as I follow safety measures, I don't necessarily need a vaccine?",20
Are regular safety measures enough to stay healthy?,Will consistent hand washing and mask-wearing alone safeguard my health?,20
Are regular safety measures enough to stay healthy?,Could I maintain my healthiness by just abiding by the safety norms?,20
Are regular safety measures enough to stay healthy?,"Without a vaccine, can I still maintain healthiness by just practicing regular safety measures?",20
Are regular safety measures enough to stay healthy?,I've been diligent with safety guidelines; isn't that enough for my health?,20
Are regular safety measures enough to stay healthy?,Isn't regular observance of safety measures sufficient to guarantee good health?,20
Are regular safety measures enough to stay healthy?,Can I consider general safety precautions as the apex of health protection?,20
Are regular safety measures enough to stay healthy?,Is it plausible that regular sanitation and mask usage can singly sustain my wellness?,20
Are regular safety measures enough to stay healthy?,Are the standard health safety routines enough to safeguard me from sickness?,20
Are regular safety measures enough to stay healthy?,Can I depend solely on basic protective measures to maintain my wellbeing?,20
Are regular safety measures enough to stay healthy?,Do I need any additional preventive measures other than the regular ones to stay healthy?,20
Are regular safety measures enough to stay healthy?,Does following common precautionary measures ensure a healthy life?,20
Are regular safety measures enough to stay healthy?,Are the routine safety practices enough to keep me infection-free?,20
Are regular safety measures enough to stay healthy?,"If I stick with current health precautions, will that assure my wellbeing?",20
Are regular safety measures enough to stay healthy?,Can I rest assured of my health by just adhering to normal safety measures?,20
Are regular safety measures enough to stay healthy?,Can I make do with regular cleanliness and distancing practices to stay well?,20
Are regular safety measures enough to stay healthy?,Don't basic hygiene and distancing norms assure health security?,20
Are regular safety measures enough to stay healthy?,Would sticking to nominal safety steps suffice for my wellness?,20
Are regular safety measures enough to stay healthy?,Can I escape ill-health by simply conforming to regular precautionary measures?,20
Are regular safety measures enough to stay healthy?,Would typical safety conduct be adequate to guarantee my health?,20
Are regular safety measures enough to stay healthy?,Can I stay immune to diseases by just obeying regular health safety rules?,20
Are regular safety measures enough to stay healthy?,Is it possible to remain well without a vaccine but just practicing standard safety measures?,20
Are regular safety measures enough to stay healthy?,Aren't standard precautions enough to safeguard my health?,20
Are regular safety measures enough to stay healthy?,Can I rely entirely on regular safety norms to remain hale and hearty?,20
Are regular safety measures enough to stay healthy?,Would the common safety guidelines be ample to secure my health?,20
Are regular safety measures enough to stay healthy?,Are the regular preventative measures sufficient to keep me from falling ill?,20
Are regular safety measures enough to stay healthy?,Isn't sticking to standard safety practices enough to stay fit?,20
Are regular safety measures enough to stay healthy?,Will maintaining usual health precautions be enough to save me from getting sick?,20
Are regular safety measures enough to stay healthy?,Can I guard my health by just being compliant with normal safety measures?,20
Are regular safety measures enough to stay healthy?,Is it possible to retain fitness by merely adhering to regular safety procedures?,20
Are regular safety measures enough to stay healthy?,Will I still be healthy if I only observe basic precautionary measures?,20
Are regular safety measures enough to stay healthy?,Would strict adherence to public health guidelines be enough to maintain my wellness?,20
Are regular safety measures enough to stay healthy?,Is taking the usual precautions enough to ensure I remain healthy?,20
Are regular safety measures enough to stay healthy?,Can regular following of recommended safety norms suffice in keeping me healthy?,20
Are regular safety measures enough to stay healthy?,Is it possible to safeguard my health solely with fundamental precautions?,20
Are regular safety measures enough to stay healthy?,Can a mere adherence to standard health practices ensure my wellness?,20
Are regular safety measures enough to stay healthy?,Can consistent practice of basic safety protocols secure my health?,20
Are regular safety measures enough to stay healthy?,Is it likely for me to stay healthy just by following common safety procedures?,20
Are regular safety measures enough to stay healthy?,Does consistent observance of general cautionary measures assure good health?,20
Are regular safety measures enough to stay healthy?,Is following regular safety norms enough to keep me fit?,20
Are regular safety measures enough to stay healthy?,Shouldn't basic health measures be enough to protect me?,20
Are regular safety measures enough to stay healthy?,Can ordinary precautionary measures guard my health?,20
Are regular safety measures enough to stay healthy?,Is standard sanitation measure sufficient to keep me healthy?,20
Are regular safety measures enough to stay healthy?,Can the usual safety practices alone maintain my wellbeing?,20
Are regular safety measures enough to stay healthy?,Can my wellness be sustained purely by regular safety compliance?,20
Are regular safety measures enough to stay healthy?,Can the standard precautionary measures alone safeguard me from diseases?,20
I'm waiting to see how it affects others,I'm in a 'wait and see' stage before deciding on the vaccine,17
I'm waiting to see how it affects others,I'm going to see how the vaccine plays out with others.,17
I'm waiting to see how it affects others,I intend to observe the effects on others before deciding on taking the vaccine.,17
I'm waiting to see how it affects others,I'm waiting for more information on its impact on other people.,17
I'm waiting to see how it affects others,I'd like to observe how the vaccine is affecting others before deciding to get it.,17
I'm waiting to see how it affects others,I'm observing the reactions of others before I step forward.,17
I'm waiting to see how it affects others,"Before getting the shot, I want to learn about its impact on others.",17
I'm waiting to see how it affects others,I'm withholding my decision till I've seen its effects on others.,17
I'm waiting to see how it affects others,I'd like to see how it pans out for others before taking the leap.,17
I'm waiting to see how it affects others,I'll wait and watch for the results in others before proceeding.,17
